timestamp(UTC),score,temp,humid,co2,voc,pm25,pm10
2024-10-14 20:15:00,52.0,16.3,74.5,1397.6,25.8,14.6,15.6
2024-10-14 20:20:00,53.6,16.3,72.5,1407.4,23.4,17.0,18.0
2024-10-14 20:25:00,53.0,16.2,73.2,1415.6,22.6,14.4,15.4
2024-10-14 20:30:00,50.0,16.5,75.9,1427.2,27.0,16.0,17.0
2024-10-14 20:35:00,49.8,16.5,75.9,1440.2,28.4,16.0,17.0
2024-10-14 20:40:00,51.0,16.3,73.9,1453.2,27.0,16.8,17.8
2024-10-14 20:45:00,51.6,16.1,72.4,1465.4,24.4,16.6,17.6
2024-10-14 20:50:00,53.4,16.2,70.9,1476.0,22.6,16.2,17.2
2024-10-14 20:55:00,51.0,16.2,72.4,1485.2,22.0,18.8,20.0
2024-10-14 21:00:00,48.8,16.4,75.4,1499.2,26.8,15.4,16.4
2024-10-14 21:05:00,47.4,16.4,76.1,1507.6,29.0,16.0,17.0
2024-10-14 21:10:00,49.2,16.3,73.8,1520.6,28.2,16.4,17.4
2024-10-14 21:15:00,50.4,16.2,72.0,1532.4,25.6,16.0,17.0
2024-10-14 21:20:00,49.8,16.2,72.4,1545.6,23.8,15.8,16.8
2024-10-14 21:25:00,46.8,16.4,75.3,1555.2,30.2,17.4,18.4
2024-10-14 21:30:00,44.2,16.5,77.7,1566.4,34.2,17.4,18.4
2024-10-14 21:35:00,42.4,16.7,79.3,1580.8,37.0,16.8,17.8
2024-10-14 21:40:00,41.0,16.8,80.5,1590.8,40.8,18.4,19.4
2024-10-14 21:45:00,40.6,16.9,81.4,1604.4,44.0,17.4,18.4
2024-10-14 21:50:00,40.0,16.9,81.8,1616.8,47.8,17.2,18.2
2024-10-14 21:55:00,40.8,16.8,79.3,1628.8,44.8,18.8,19.8
2024-10-14 22:00:00,43.4,16.6,76.7,1638.2,40.8,16.2,17.2
2024-10-14 22:05:00,45.0,16.5,74.4,1644.0,36.6,19.6,20.8
2024-10-14 22:10:00,46.2,16.4,72.9,1654.8,33.2,17.0,18.0
2024-10-14 22:15:00,46.0,16.3,71.7,1667.2,30.2,19.8,21.0
2024-10-14 22:20:00,46.8,16.2,70.9,1676.8,28.2,17.0,18.0
2024-10-14 22:25:00,44.0,16.4,73.6,1683.0,31.8,19.0,20.0
2024-10-14 22:30:00,41.8,16.5,75.9,1691.0,37.0,17.0,18.0
2024-10-14 22:35:00,43.0,16.4,74.2,1703.8,36.6,16.4,17.4
2024-10-14 22:40:00,43.8,16.3,72.5,1717.2,35.0,17.4,18.4
2024-10-14 22:45:00,45.0,16.2,71.2,1726.0,32.2,16.2,17.2
2024-10-14 22:50:00,44.2,16.2,71.5,1731.5,30.5,17.0,18.0
2024-10-14 22:55:00,41.0,16.3,74.5,1743.2,36.4,17.0,18.0
2024-10-14 23:00:00,39.6,16.4,75.9,1751.8,40.8,16.2,17.2
2024-10-14 23:05:00,41.2,16.3,73.8,1765.0,39.8,16.2,17.2
2024-10-14 23:10:00,41.8,16.2,72.1,1773.6,35.2,18.0,19.0
2024-10-14 23:15:00,42.2,16.1,71.0,1783.0,34.0,17.2,18.2
2024-10-14 23:20:00,41.2,16.2,72.3,1790.4,35.8,18.2,19.2
2024-10-14 23:25:00,38.0,16.4,75.4,1803.4,37.2,17.4,18.4
2024-10-14 23:30:00,37.4,16.4,75.4,1815.4,43.8,17.6,18.6
2024-10-14 23:35:00,39.0,16.3,73.2,1826.6,41.8,17.0,18.0
2024-10-14 23:40:00,39.6,16.2,71.7,1832.8,38.8,18.0,19.0
2024-10-14 23:45:00,40.0,16.2,71.0,1841.8,35.8,17.8,18.8
2024-10-14 23:50:00,37.2,16.3,73.7,1852.4,39.0,18.2,19.2
2024-10-14 23:55:00,34.6,16.4,76.2,1859.8,44.6,18.8,19.8
2024-10-15 00:00:00,35.8,16.3,74.5,1866.8,43.8,19.0,20.2
2024-10-15 00:05:00,36.6,16.2,72.7,1881.6,42.0,18.4,19.4
2024-10-15 00:10:00,38.0,16.2,71.0,1893.2,40.2,17.4,18.4
2024-10-15 00:15:00,35.4,16.3,73.4,1900.2,39.8,18.2,19.2
2024-10-15 00:20:00,33.0,16.5,76.0,1903.4,46.6,18.2,19.2
2024-10-15 00:25:00,33.2,16.4,74.7,1917.6,45.6,18.2,19.2
2024-10-15 00:30:00,34.0,16.1,73.2,1928.2,43.2,19.0,20.0
2024-10-15 00:35:00,34.8,16.1,72.0,1941.4,41.4,17.6,18.6
2024-10-15 00:40:00,32.0,16.4,74.5,1946.8,44.2,19.4,20.6
2024-10-15 00:45:00,30.2,16.4,76.2,1955.6,48.6,19.0,20.0
2024-10-15 00:50:00,30.4,16.3,74.4,1967.2,48.8,23.2,24.4
2024-10-15 00:55:00,32.6,16.2,72.4,1976.6,46.4,17.0,18.0
2024-10-15 01:00:00,32.8,16.1,71.4,1978.4,42.8,20.0,21.0
2024-10-15 01:05:00,31.0,16.3,73.7,1987.6,45.8,18.0,19.0
2024-10-15 01:10:00,28.0,16.4,76.1,1995.8,51.2,19.6,20.6
2024-10-15 01:15:00,29.4,16.3,74.5,2006.0,50.0,19.2,20.2
2024-10-15 01:20:00,30.8,16.2,72.7,2018.8,47.8,18.6,19.6
2024-10-15 01:25:00,30.8,16.2,71.8,2029.0,45.6,22.2,23.4
2024-10-15 01:30:00,29.4,16.4,74.0,2037.8,48.8,19.0,20.0
2024-10-15 01:35:00,27.0,16.5,76.8,2041.6,52.4,20.2,21.4
2024-10-15 01:40:00,25.0,16.6,78.8,2050.2,56.2,19.0,20.0
2024-10-15 01:45:00,23.6,16.8,80.1,2065.2,60.8,20.2,21.2
2024-10-15 01:50:00,23.0,16.8,80.7,2079.4,64.4,20.6,21.6
2024-10-15 01:55:00,25.4,16.7,77.8,2089.4,61.6,19.6,20.6
2024-10-15 02:00:00,28.0,16.6,75.4,2087.6,58.2,18.8,19.8
2024-10-15 02:05:00,30.0,16.4,73.4,2057.6,52.0,19.0,20.0
2024-10-15 02:10:00,29.8,16.4,72.0,2053.8,49.0,25.0,26.2
2024-10-15 02:15:00,32.0,16.2,70.7,2061.4,47.2,19.6,20.6
2024-10-15 02:20:00,32.4,16.2,70.6,2065.0,47.0,17.8,18.8
2024-10-15 02:25:00,29.4,16.4,73.3,2073.0,50.6,20.6,21.8
2024-10-15 02:30:00,27.8,16.5,75.3,2082.2,54.2,21.0,22.0
2024-10-15 02:35:00,29.0,16.4,73.6,2090.0,53.2,21.2,22.4
2024-10-15 02:40:00,30.8,16.3,72.0,2103.8,50.5,19.5,20.5
2024-10-15 02:45:00,31.4,16.2,71.0,2108.2,47.8,19.4,20.4
2024-10-15 02:50:00,31.6,16.1,70.1,2116.4,44.8,22.2,23.4
2024-10-15 02:55:00,31.4,16.2,70.3,2126.6,45.6,20.8,21.8
2024-10-15 03:00:00,28.4,16.4,73.9,2137.6,51.4,19.8,20.8
2024-10-15 03:05:00,27.2,16.4,75.4,2141.4,56.2,19.6,20.6
2024-10-15 03:10:00,28.0,16.3,73.4,2153.6,56.4,22.2,23.2
2024-10-15 03:15:00,29.6,16.2,71.8,2164.2,53.6,20.6,21.6
2024-10-15 03:20:00,30.8,16.1,70.5,2169.2,50.2,19.8,20.8
2024-10-15 03:25:00,30.4,16.2,70.9,2176.8,49.2,19.0,20.0
2024-10-15 03:30:00,27.2,16.4,74.3,2187.6,55.2,21.2,22.4
2024-10-15 03:35:00,26.4,16.4,75.1,2195.2,60.2,22.0,23.0
2024-10-15 03:40:00,28.4,16.3,73.1,2205.4,57.2,20.0,21.0
2024-10-15 03:45:00,29.2,16.2,71.7,2213.6,54.6,20.4,21.4
2024-10-15 03:50:00,28.8,16.2,71.8,2225.4,53.2,22.4,23.6
2024-10-15 03:55:00,26.4,16.4,74.8,2233.4,57.8,20.8,21.8
2024-10-15 04:00:00,25.4,16.4,75.4,2241.6,60.6,20.8,21.8
2024-10-15 04:05:00,27.8,16.3,73.2,2249.8,59.4,19.6,20.6
2024-10-15 04:10:00,28.8,16.2,71.6,2262.6,55.8,20.4,21.4
2024-10-15 04:15:00,28.6,16.2,71.6,2272.2,53.2,20.2,21.2
2024-10-15 04:20:00,25.8,16.4,74.6,2274.4,59.2,23.0,24.4
2024-10-15 04:25:00,25.4,16.4,75.1,2284.0,62.8,19.8,20.8
2024-10-15 04:30:00,27.4,16.3,73.2,2291.2,61.6,20.0,21.0
2024-10-15 04:35:00,28.0,16.2,71.5,2301.0,57.6,23.0,24.2
2024-10-15 04:40:00,29.0,16.1,70.7,2308.0,55.4,19.2,20.2
2024-10-15 04:45:00,26.0,16.3,73.5,2314.0,57.4,24.2,25.4
2024-10-15 04:50:00,24.6,16.4,75.4,2317.8,62.8,21.0,22.0
2024-10-15 04:55:00,26.6,16.3,73.6,2323.8,63.6,19.6,20.6
2024-10-15 05:00:00,27.2,16.2,72.0,2332.0,59.6,21.8,23.0
2024-10-15 05:05:00,28.0,16.1,70.6,2342.8,56.4,23.6,24.8
2024-10-15 05:10:00,27.4,16.3,72.2,2349.8,57.6,20.4,21.4
2024-10-15 05:15:00,24.4,16.4,75.5,2352.2,64.2,20.4,21.4
2024-10-15 05:20:00,24.6,16.4,74.6,2361.2,66.4,23.2,24.4
2024-10-15 05:25:00,25.6,16.3,73.6,2374.8,63.2,21.4,22.4
2024-10-15 05:30:00,23.2,16.5,76.2,2381.8,65.8,21.6,22.8
2024-10-15 05:35:00,21.0,16.6,78.4,2392.6,71.2,21.0,22.0
2024-10-15 05:40:00,18.8,16.8,80.1,2397.2,73.0,23.4,24.6
2024-10-15 05:45:00,18.8,16.9,81.2,2410.6,76.4,22.6,23.8
2024-10-15 05:50:00,19.6,16.9,80.8,2413.2,78.2,21.0,22.0
2024-10-15 05:55:00,22.0,16.8,77.8,2403.5,74.0,21.0,22.0
2024-10-15 06:00:00,23.6,16.6,75.9,2407.4,71.8,21.0,22.0
2024-10-15 06:05:00,25.8,16.5,73.4,2410.6,65.4,22.0,23.2
2024-10-15 06:10:00,26.4,16.4,72.0,2419.6,65.8,23.4,24.6
2024-10-15 06:15:00,28.0,16.3,70.5,2422.2,61.4,20.6,21.6
2024-10-15 06:20:00,28.6,16.3,69.2,2427.0,59.8,23.8,25.0
2024-10-15 06:25:00,28.2,16.3,70.6,2426.6,59.8,20.2,21.2
2024-10-15 06:30:00,24.8,16.5,73.9,2431.4,66.4,23.6,24.8
2024-10-15 06:35:00,25.0,16.5,73.9,2446.0,68.8,21.2,22.2
2024-10-15 06:40:00,25.6,16.3,72.3,2460.0,65.6,22.8,23.8
2024-10-15 06:45:00,27.0,16.3,71.1,2437.0,63.4,22.2,23.4
2024-10-15 06:50:00,28.4,16.2,70.4,2372.2,68.2,22.6,23.6
2024-10-15 06:55:00,27.4,16.1,70.7,2302.6,62.4,27.2,28.4
2024-10-15 07:00:00,27.8,16.2,72.0,2268.0,62.8,23.4,24.4
2024-10-15 07:05:00,24.0,16.4,75.6,2262.8,69.4,26.2,27.6
2024-10-15 07:10:00,23.8,16.5,76.7,2269.8,71.8,21.8,22.8
2024-10-15 07:15:00,24.8,16.3,75.1,2283.2,70.4,22.6,23.8
2024-10-15 07:20:00,26.4,16.3,74.0,2247.6,64.6,24.2,25.4
2024-10-15 07:25:00,27.4,16.2,73.5,2214.6,62.6,20.8,21.8
2024-10-15 07:30:00,27.0,16.2,73.3,2213.0,61.2,24.4,25.8
2024-10-15 07:35:00,25.6,16.4,75.3,2213.8,64.4,23.0,24.2
2024-10-15 07:40:00,23.0,16.5,78.0,2222.8,68.0,22.2,23.2
2024-10-15 07:45:00,24.4,16.4,76.3,2236.4,67.0,22.0,23.2
2024-10-15 07:50:00,26.2,16.3,74.7,2247.4,64.6,20.4,21.4
2024-10-15 07:55:00,26.4,16.3,73.4,2253.8,64.6,24.6,25.8
2024-10-15 08:00:00,28.0,16.2,72.5,2266.2,62.0,20.6,21.6
2024-10-15 08:05:00,27.8,16.2,72.3,2271.4,62.2,20.8,21.8
2024-10-15 08:10:00,24.8,16.4,75.5,2279.4,65.0,21.2,22.2
2024-10-15 08:15:00,22.8,16.5,77.2,2292.2,70.4,24.2,25.4
2024-10-15 08:20:00,24.4,16.4,75.6,2299.0,69.4,21.0,22.0
2024-10-15 08:25:00,26.2,16.3,74.0,2311.8,66.8,20.0,21.0
2024-10-15 08:30:00,26.4,16.2,73.0,2320.8,64.6,21.6,22.6
2024-10-15 08:35:00,27.4,16.2,72.0,2334.6,63.4,20.8,21.8
2024-10-15 08:40:00,27.6,16.1,71.4,2342.4,61.0,22.2,23.4
2024-10-15 08:45:00,27.8,16.1,71.1,2347.4,61.2,20.4,21.4
2024-10-15 08:50:00,25.8,16.3,73.3,2359.8,63.8,22.2,23.4
2024-10-15 08:55:00,23.2,16.4,76.1,2369.8,69.2,20.2,21.2
2024-10-15 09:00:00,24.6,16.4,74.7,2381.8,69.6,20.0,21.0
2024-10-15 09:05:00,25.4,16.3,73.0,2393.2,70.0,24.4,25.6
2024-10-15 09:10:00,27.4,16.3,71.9,2401.2,67.2,20.2,21.2
2024-10-15 09:15:00,27.2,16.2,71.1,2413.4,66.0,23.2,24.4
2024-10-15 09:20:00,27.8,16.1,70.6,2421.0,64.8,19.8,20.8
2024-10-15 09:25:00,27.0,16.2,71.3,2428.0,65.6,22.0,23.2
2024-10-15 09:30:00,24.6,16.4,74.5,2434.4,69.6,20.4,21.4
2024-10-15 09:35:00,21.6,16.6,77.1,2440.0,73.2,22.2,23.4
2024-10-15 09:40:00,19.6,16.7,79.0,2451.8,80.2,22.4,23.6
2024-10-15 09:45:00,19.0,16.9,80.0,2469.6,81.4,21.2,22.2
2024-10-15 09:50:00,18.2,16.9,80.0,2478.8,83.0,25.2,26.8
2024-10-15 09:55:00,21.2,16.8,77.5,2493.6,82.6,21.2,22.2
2024-10-15 10:00:00,23.6,16.8,75.3,2500.6,79.2,19.8,20.8
2024-10-15 10:05:00,25.0,16.7,73.6,2506.8,76.8,20.2,21.2
2024-10-15 10:10:00,25.6,16.6,72.6,2515.0,76.2,20.8,21.8
2024-10-15 10:15:00,26.0,16.4,71.9,2523.2,73.2,20.2,21.4
2024-10-15 10:20:00,27.2,16.5,70.8,2532.8,71.4,19.4,20.4
2024-10-15 10:25:00,25.8,16.4,70.7,2544.0,71.4,25.0,26.2
2024-10-15 10:30:00,26.8,16.2,70.2,2553.8,71.2,19.4,20.4
2024-10-15 10:35:00,27.0,16.2,69.8,2555.0,69.8,19.0,20.0
2024-10-15 10:40:00,27.8,16.2,69.4,2561.2,69.4,18.4,19.4
2024-10-15 10:45:00,27.2,16.1,69.5,2569.2,69.2,19.2,20.2
2024-10-15 10:50:00,27.4,16.1,69.4,2577.4,68.4,20.2,21.2
2024-10-15 10:55:00,27.2,16.2,68.7,2584.0,68.0,22.4,23.6
2024-10-15 11:00:00,27.6,16.2,68.5,2594.8,67.6,20.4,21.4
2024-10-15 11:05:00,28.2,16.2,68.1,2604.2,68.0,19.0,20.0
2024-10-15 11:10:00,28.0,16.2,67.8,2610.0,69.4,20.4,21.4
2024-10-15 11:15:00,28.2,16.2,67.9,2617.6,69.8,20.0,21.0
2024-10-15 11:20:00,28.6,16.2,67.6,2622.0,69.0,19.0,20.0
2024-10-15 11:25:00,30.2,16.4,67.9,2539.8,63.4,17.0,18.0
2024-10-15 11:30:00,31.6,16.4,67.5,2425.2,61.0,17.6,18.6
2024-10-15 11:35:00,31.0,16.3,67.6,2421.8,61.2,19.4,20.6
2024-10-15 11:40:00,31.6,16.3,67.2,2426.0,61.2,17.0,18.0
2024-10-15 11:45:00,32.4,16.4,67.1,2433.8,61.0,15.8,16.8
2024-10-15 11:50:00,31.2,16.3,67.2,2436.0,61.4,18.2,19.4
2024-10-15 11:55:00,29.8,16.4,69.2,2442.4,63.6,17.6,18.6
2024-10-15 12:00:00,27.4,16.5,72.0,2449.8,67.6,17.8,18.8
2024-10-15 12:05:00,26.8,16.5,72.7,2460.6,72.6,17.8,18.8
2024-10-15 12:10:00,27.4,16.4,71.7,2460.0,72.0,16.6,17.6
2024-10-15 12:15:00,27.8,16.4,70.8,2470.4,69.4,18.6,19.6
2024-10-15 12:20:00,28.8,16.4,69.9,2477.0,69.0,17.6,18.6
2024-10-15 12:25:00,29.6,16.3,69.2,2469.8,67.4,16.8,17.8
2024-10-15 12:30:00,29.8,16.3,68.6,2453.0,66.4,18.4,19.4
2024-10-15 12:35:00,30.8,16.2,68.2,2449.2,63.0,16.8,17.8
2024-10-15 12:40:00,30.2,16.1,68.1,2457.4,63.4,17.4,18.4
2024-10-15 12:45:00,30.0,16.0,67.7,2468.4,63.4,17.4,18.4
2024-10-15 12:50:00,30.6,16.1,67.5,2473.6,62.8,17.0,18.0
2024-10-15 12:55:00,28.6,16.4,70.1,2472.4,68.4,17.4,18.4
2024-10-15 13:00:00,27.2,16.4,72.0,2459.0,71.2,17.2,18.2
2024-10-15 13:05:00,32.4,16.5,71.1,2064.2,66.0,18.6,19.6
2024-10-15 13:10:00,37.8,16.4,71.2,1912.8,60.4,16.2,17.2
2024-10-15 13:15:00,44.2,16.4,71.5,1762.0,54.4,14.0,15.0
2024-10-15 13:20:00,46.8,16.4,72.4,1643.2,50.8,18.6,19.8
2024-10-15 13:25:00,50.0,16.6,74.4,1521.2,49.8,13.6,14.6
2024-10-15 13:30:00,48.2,16.8,78.3,1436.6,54.4,16.0,17.0
2024-10-15 13:35:00,49.0,16.9,80.2,1358.0,55.0,13.6,14.6
2024-10-15 13:40:00,50.8,16.9,78.8,1306.2,54.2,15.2,16.2
2024-10-15 13:45:00,52.2,16.7,76.8,1301.4,50.6,16.4,17.4
2024-10-15 13:50:00,53.8,16.6,75.2,1311.8,47.2,14.8,15.8
2024-10-15 13:55:00,54.6,16.5,74.1,1321.6,44.6,14.2,15.2
2024-10-15 14:00:00,55.4,16.4,73.1,1330.2,42.4,14.4,15.4
2024-10-15 14:05:00,54.6,16.2,73.3,1342.8,39.0,13.8,14.8
2024-10-15 14:10:00,52.2,16.5,76.6,1285.6,38.8,16.8,18.0
2024-10-15 14:15:00,51.2,16.5,78.3,1239.8,42.4,13.4,14.4
2024-10-15 14:20:00,52.6,16.3,76.8,1238.8,40.8,12.8,13.8
2024-10-15 14:25:00,53.8,16.2,74.9,1250.4,37.0,15.6,16.8
2024-10-15 14:30:00,53.8,16.3,75.4,1258.6,35.8,12.8,13.8
2024-10-15 14:35:00,51.0,16.4,78.0,1271.2,39.6,14.4,15.4
2024-10-15 14:40:00,48.8,16.5,79.8,1282.8,44.6,14.4,15.4
2024-10-15 14:45:00,48.4,16.6,80.9,1290.4,48.2,15.6,16.6
2024-10-15 14:50:00,48.8,16.3,79.2,1307.0,46.0,15.2,16.2
2024-10-15 14:55:00,51.6,16.2,76.7,1321.2,43.2,13.4,14.4
2024-10-15 15:00:00,50.6,16.2,77.3,1338.8,39.6,13.6,14.6
2024-10-15 15:05:00,47.8,16.4,79.3,1353.6,43.4,17.8,19.0
2024-10-15 15:10:00,46.6,16.5,80.7,1364.4,47.2,18.0,19.2
2024-10-15 15:15:00,46.2,16.5,81.7,1373.4,47.6,15.0,16.0
2024-10-15 15:20:00,46.4,16.6,82.3,1385.8,49.6,14.8,15.8
2024-10-15 15:25:00,46.0,16.6,82.7,1395.0,49.4,15.0,16.0
2024-10-15 15:30:00,45.2,16.5,83.4,1404.8,52.6,14.2,15.2
2024-10-15 15:35:00,44.8,16.5,82.9,1414.2,51.8,15.4,16.4
2024-10-15 15:40:00,45.6,16.3,79.9,1427.6,51.2,14.4,15.4
2024-10-15 15:45:00,45.0,16.2,79.8,1441.4,47.6,14.8,15.8
2024-10-15 15:50:00,44.4,16.4,81.2,1450.4,48.8,15.4,16.4
2024-10-15 15:55:00,44.2,16.4,82.0,1456.2,49.6,13.8,14.8
2024-10-15 16:00:00,42.6,16.3,83.0,1466.8,52.2,17.6,18.6
2024-10-15 16:05:00,43.0,16.4,83.2,1478.6,52.2,14.4,15.4
2024-10-15 16:10:00,42.2,16.4,83.6,1485.2,54.8,16.6,17.6
2024-10-15 16:15:00,41.8,16.3,84.1,1496.0,54.4,15.4,16.4
2024-10-15 16:20:00,41.8,16.4,84.0,1508.4,53.8,14.6,15.6
2024-10-15 16:25:00,40.8,16.4,84.1,1519.4,53.4,17.0,18.0
2024-10-15 16:30:00,41.8,16.5,83.9,1508.2,53.4,14.8,15.8
2024-10-15 16:35:00,41.4,16.4,84.1,1493.4,54.6,18.0,19.2
